movie,original_reviews,sampled_reviews,sampling_ratio
The Finest Hours 2016,199,35,0.17587939698492464
Across the Universe 2007,549,65,0.11839708561020036
Knocked Up 2007,583,65,0.11149228130360206
Grudge Match 2013,132,35,0.26515151515151514
The Thing 1982,1066,80,0.075046904315197
Pitch Perfect 3 2017,174,35,0.20114942528735633
A Bug's Life 1998,362,50,0.13812154696132597
Gone Baby Gone 2007,562,65,0.11565836298932385
12 Monkeys 1995,633,65,0.10268562401263823
Sinister 2012,667,65,0.09745127436281859
"Salò, or the 120 Days of Sodom 1975",426,50,0.11737089201877934
Woman in Gold 2015,191,35,0.18324607329842932
Guardians of the Galaxy Vol. 2 2017,1044,80,0.07662835249042145
Call Me by Your Name 2017,951,65,0.0683491062039958
Meet the Fockers 2004,439,50,0.11389521640091116
Children of Heaven 1997,178,35,0.19662921348314608
Duck You Sucker 1971,147,35,0.23809523809523808
Saturday Night Fever 1977,253,50,0.1976284584980237
The Runaways 2010,138,35,0.2536231884057971
Kill Bill: Vol. 1 2003,2251,80,0.03553976010661928
Hellboy II: The Golden Army 2008,375,50,0.13333333333333333
Prisoners 2013,880,65,0.07386363636363637
Black Book 2006,248,50,0.20161290322580644
Jackie 2016,320,50,0.15625
Lost in Translation 2003,1973,80,0.04054738976178408
Divergent 2014,797,65,0.08155583437892096
The Transporter 2002,471,50,0.10615711252653928
Semi-Pro 2008,129,35,0.2713178294573643
Quiz Show 1994,176,35,0.19886363636363635
Meet Joe Black 1998,798,65,0.08145363408521303
Dallas Buyers Club 2013,396,50,0.12626262626262627
Beowulf 2007,535,65,0.12149532710280374
Looper 2012,761,65,0.08541392904073587
Defiance 2008,265,50,0.18867924528301888
The Dirty Dozen 1967,190,35,0.18421052631578946
Tucker and Dale vs Evil 2010,286,50,0.17482517482517482
Alien 1979,1395,80,0.05734767025089606
Inglourious Basterds 2009,1819,80,0.0439802089059923
2001: A Space Odyssey 1968,2103,80,0.038040893961008085
Cast Away 2000,1163,80,0.06878761822871883
The Matrix Revolutions 2003,2119,80,0.037753657385559226
The 40-Year-Old Virgin 2005,587,65,0.11073253833049404
Terminator Salvation 2009,1083,80,0.07386888273314866
Don't Breathe 2016,639,65,0.10172143974960876
Selma 2014,264,50,0.1893939393939394
Total Recall 1990,453,50,0.11037527593818984
Sin City 2005,1776,80,0.04504504504504504
Abraham Lincoln: Vampire Hunter 2012,394,50,0.12690355329949238
The Conjuring 2 2016,548,65,0.11861313868613138
The Twilight Saga: Eclipse 2010,529,65,0.12287334593572778
The Perks of Being a Wallflower 2012,606,65,0.10726072607260725
The Producers 1967,259,50,0.19305019305019305
Hellboy 2004,649,65,0.10015408320493066
Charlie and the Chocolate Factory 2005,1436,80,0.055710306406685235
30 Days of Night 2007,579,65,0.11226252158894647
The Notebook 2004,1256,80,0.06369426751592357
The Martian 2015,1295,80,0.06177606177606178
Final Destination 2000,712,65,0.09129213483146068
La La Land 2016,1735,80,0.04610951008645533
Alien 3 1992,895,65,0.07262569832402235
Tenacious D in the Pick of Destiny 2006,207,50,0.24154589371980675
Kung Fu Panda 2008,425,50,0.11764705882352941
Frozen 2013,1109,80,0.0721370604147881
The Descent 2005,1223,80,0.06541291905151267
Saw 2004,1601,80,0.04996876951905059
Wanted 2008,779,65,0.0834403080872914
Garden State 2004,973,65,0.06680369989722508
Pawn Sacrifice 2014,121,35,0.2892561983471074
Underground 1995,144,35,0.24305555555555555
Invictus 2009,277,50,0.18050541516245489
Up in the Air 2009,522,65,0.12452107279693486
To Kill a Mockingbird 1962,560,65,0.11607142857142858
Downfall 2004,627,65,0.10366826156299841
Your Name. 2016,590,65,0.11016949152542373
Spice World 1997,264,50,0.1893939393939394
Edward Scissorhands 1990,654,65,0.09938837920489296
Sausage Party 2016,543,65,0.11970534069981584
Born on the Fourth of July 1989,203,50,0.24630541871921183
Furious 7 2015,739,65,0.08795669824086604
Donnie Darko 2001,2263,80,0.03535130357931949
The Deer Hunter 1978,1119,80,0.07149240393208221
The Sixth Sense 1999,2188,80,0.03656307129798903
Gettysburg 1993,287,50,0.17421602787456447
Constantine 2005,1074,80,0.074487895716946
Resident Evil: Apocalypse 2004,695,65,0.09352517985611511
Elizabeth: The Golden Age 2007,237,50,0.2109704641350211
Shutter Island 2010,1229,80,0.06509357200976404
The Lord of the Rings: The Two Towers 2002,2528,80,0.03164556962025317
Bloody Sunday 2002,131,35,0.26717557251908397
Notting Hill 1999,670,65,0.09701492537313433
Enemy at the Gates 2001,700,65,0.09285714285714286
Jersey Boys 2014,221,50,0.22624434389140272
Creed 2015,514,65,0.1264591439688716
Bird Box 2018,2766,80,0.028922631959508314
Pineapple Express 2008,425,50,0.11764705882352941
Interview with the Vampire: The Vampire Chronicles 1994,451,50,0.11086474501108648
Star Trek Into Darkness 2013,1243,80,0.06436041834271923
42 2013,240,50,0.20833333333333334
Malcolm X 1992,180,35,0.19444444444444445
The Girl Next Door 2004,539,65,0.12059369202226346
Pitch Perfect 2012,314,50,0.1592356687898089
The Soloist 2009,156,35,0.22435897435897437
Dark Shadows 2012,528,65,0.12310606060606061
Apollo 13 1995,381,50,0.13123359580052493
Mission: Impossible III 2006,909,65,0.07150715071507151
Star Wars: Episode VI - Return of the Jedi 1983,802,65,0.08104738154613467
Enchanted 2007,419,50,0.11933174224343675
The Rock 1996,464,50,0.10775862068965517
Harry Potter and the Order of the Phoenix 2007,1188,80,0.06734006734006734
Singin' in the Rain 1952,660,65,0.09848484848484848
Nausicaä of the Valley of the Wind 1984,225,50,0.2222222222222222
Guardians of the Galaxy 2014,1390,80,0.05755395683453238
Ratatouille 2007,731,65,0.08891928864569083
The Last Emperor 1987,169,35,0.20710059171597633
Murder on the Orient Express 2017,877,65,0.07411630558722919
Inception 2010,3710,80,0.0215633423180593
Rockstar 2011,165,35,0.21212121212121213
The Rookie 2002,176,35,0.19886363636363635
Star Trek 2009,1641,80,0.04875076173065204
Sicario 2015,719,65,0.09040333796940195
Captain Marvel 2019,7183,80,0.011137407768341918
Never Back Down 2008,190,35,0.18421052631578946
Law Abiding Citizen 2009,548,65,0.11861313868613138
Justice League 2017,1996,80,0.04008016032064128
Shine 1996,116,35,0.3017241379310345
Lawrence of Arabia 1962,664,65,0.09789156626506024
Drag Me to Hell 2009,782,65,0.08312020460358056
Glory Road 2006,153,35,0.22875816993464052
Sully 2016,477,50,0.10482180293501048
Independence Day 1996,929,65,0.06996770721205597
Ice Age 2002,490,50,0.10204081632653061
Scary Movie 2 2001,552,65,0.11775362318840579
Lifeboat 1944,151,35,0.23178807947019867
Amélie 2001,1477,80,0.05416384563303995
Spotlight 2015,591,65,0.10998307952622674
Victory 1981,108,35,0.32407407407407407
Minions 2015,352,50,0.14204545454545456
12 Angry Men 1957,1511,80,0.05294506949040371
Hart's War 2002,202,50,0.24752475247524752
Stalingrad 1993,162,35,0.21604938271604937
John Wick: Chapter 2 2017,859,65,0.07566938300349244
Detroit 2017,202,50,0.24752475247524752
Transformers: Revenge of the Fallen 2009,1494,80,0.0535475234270415
Talladega Nights: The Ballad of Ricky Bobby 2006,476,50,0.10504201680672269
The Reader 2008,431,50,0.11600928074245939
The Passion of Joan of Arc 1928,186,35,0.1881720430107527
Ender's Game 2013,626,65,0.10383386581469649
Men in Black II 2002,642,65,0.10124610591900311
Carrie 1976,541,65,0.12014787430683918
Psycho 1960,1230,80,0.06504065040650407
Ocean's Twelve 2004,668,65,0.09730538922155689
August Rush 2007,396,50,0.12626262626262627
Million Dollar Baby 2004,1211,80,0.06606110652353427
"Three Billboards Outside Ebbing, Missouri 2017",1152,80,0.06944444444444445
Southpaw 2015,344,50,0.14534883720930233
Con Air 1997,396,50,0.12626262626262627
X-Men Origins: Wolverine 2009,712,65,0.09129213483146068
The Good Shepherd 2006,509,65,0.12770137524557956
This Is the End 2013,760,65,0.08552631578947369
"Hail, Caesar! 2016",445,50,0.11235955056179775
Before Sunset 2004,536,65,0.12126865671641791
Little Boy 2015,139,35,0.2517985611510791
Mudbound 2017,139,35,0.2517985611510791
Hercules 1997,217,50,0.2304147465437788
Pitch Perfect 2 2015,221,50,0.22624434389140272
Despicable Me 2 2013,321,50,0.1557632398753894
Taken 2 2012,505,65,0.12871287128712872
The Twilight Saga: Breaking Dawn - Part 2 2012,374,50,0.13368983957219252
Cloud Atlas 2012,984,65,0.06605691056910569
Fantastic Mr. Fox 2009,315,50,0.15873015873015872
Ant-Man 2015,718,65,0.0905292479108635
How to Train Your Dragon 2010,613,65,0.10603588907014681
From Hell 2001,552,65,0.11775362318840579
The Emperor's New Groove 2000,324,50,0.15432098765432098
This Is Spinal Tap 1984,364,50,0.13736263736263737
Any Given Sunday 1999,461,50,0.10845986984815618
Black Snake Moan 2006,224,50,0.22321428571428573
Us 2019,3049,80,0.026238110856018366
Silver Linings Playbook 2012,835,65,0.07784431137724551
Over the Top 1987,155,35,0.22580645161290322
Ben-Hur 1959,436,50,0.11467889908256881
The Waterboy 1998,330,50,0.15151515151515152
The Italian Job 2003,519,65,0.1252408477842004
Rocky V 1990,304,50,0.16447368421052633
Love and Death 1975,118,35,0.2966101694915254
The Mist 2007,1184,80,0.06756756756756757
Being John Malkovich 1999,864,65,0.07523148148148148
Green Room 2015,321,50,0.1557632398753894
Deja Vu 2006,458,50,0.1091703056768559
Airlift 2016,206,50,0.24271844660194175
Bram Stoker's Dracula 1992,739,65,0.08795669824086604
Into the Wild 2007,924,65,0.07034632034632035
Romeo + Juliet 1996,573,65,0.11343804537521815
Shrek 2001,1054,80,0.07590132827324478
Gladiator 2000,2575,80,0.031067961165048542
The Day After Tomorrow 2004,1222,80,0.06546644844517185
Monsters University 2013,331,50,0.1510574018126888
The Babadook 2014,846,65,0.0768321513002364
Train to Busan 2016,628,65,0.1035031847133758
K-19: The Widowmaker 2002,289,50,0.17301038062283736
I'm Not There 2007,237,50,0.2109704641350211
The World's Fastest Indian 2005,258,50,0.1937984496124031
Patton 1970,282,50,0.1773049645390071
Black Mass 2015,335,50,0.14925373134328357
The Hobbit: An Unexpected Journey 2012,1429,80,0.05598320503848846
Pi 1998,603,65,0.1077943615257048
The Last King of Scotland 2006,371,50,0.1347708894878706
World War Z 2013,1125,80,0.07111111111111111
The King 2019,684,65,0.09502923976608187
The Theory of Everything 2014,500,50,0.1
Final Destination 2 2003,495,50,0.10101010101010101
Pocahontas 1995,262,50,0.19083969465648856
Logan 2017,1533,80,0.05218525766470972
Elizabeth 1998,426,50,0.11737089201877934
North by Northwest 1959,591,65,0.10998307952622674
The Men Who Stare at Goats 2009,295,50,0.1694915254237288
M.S. Dhoni: The Untold Story 2016,151,35,0.23178807947019867
Who Framed Roger Rabbit 1988,285,50,0.17543859649122806
Dirty Dancing 1987,460,50,0.10869565217391304
Yesterday 2019,934,65,0.069593147751606
1408 2007,635,65,0.10236220472440945
Avatar 2009,3385,80,0.023633677991137372
BlacKkKlansman 2018,841,65,0.07728894173602854
Wonder Woman 2017,2177,80,0.03674781809830041
Bridget Jones's Diary 2001,584,65,0.1113013698630137
Big Hero 6 2014,547,65,0.11882998171846434
Blade Runner 2049 2017,2308,80,0.03466204506065858
The Evil Dead 1981,825,65,0.07878787878787878
Wimbledon 2004,181,35,0.19337016574585636
Peaceful Warrior 2006,192,35,0.18229166666666666
Popstar: Never Stop Never Stopping 2016,140,35,0.25
Child 44 2015,267,50,0.18726591760299627
The Hangover Part II 2011,420,50,0.11904761904761904
The Proposal 2009,330,50,0.15151515151515152
Cinderella Man 2005,593,65,0.10961214165261383
The Doors 1991,242,50,0.2066115702479339
Stripes 1981,163,35,0.2147239263803681
Ghost 1990,300,50,0.16666666666666666
